motion_id,pure_motion_id,scene_id,scene_trans_x,scene_trans_y,scene_trans_z,object_id,object_label,object_semantic_label,action,text
001401,006110_18537493-7920-4b1d-8f1c-263896e47333,scene0398_00,-1.94802007,-2.66653878,-0.05786867,7,bed,4,lie,lie on the bed that is near the office chair
001402,007580_a3ff6f8b-f955-45f3-902d-c2149b71a36b,scene0398_00,-1.94802007,-2.66653878,-0.05786867,6,bed,4,lie,lie on the bed that is far away from the office chair
001403,011341_84180eb7-df7a-4e74-bcee-cc24a8f11f1f,scene0398_00,-1.94802007,-2.66653878,-0.05786867,6,bed,4,lie,lie on the bed that is far away from the office chair
001404,012692_9e491be4-50b1-406f-b878-bf0c08e241e4,scene0398_00,-1.94802007,-2.66653878,-0.05786867,6,bed,4,lie,lie on the bed that is far away from the office chair
001405,012692_9e491be4-50b1-406f-b878-bf0c08e241e4,scene0398_00,-1.94802007,-2.66653878,-0.05786867,7,bed,4,lie,lie on the bed that is far from the chair
001406,012692_310ea699-fdf8-4ccb-a82c-7fa9d5cea170,scene0398_00,-1.94802007,-2.66653878,-0.05786867,6,bed,4,lie,lie on the bed that is far away from the office chair
001407,012692_310ea699-fdf8-4ccb-a82c-7fa9d5cea170,scene0398_00,-1.94802007,-2.66653878,-0.05786867,7,bed,4,lie,lie on the bed that is far from the chair
001408,001336_21b80aa7-9271-440a-98da-8f908d74de54,scene0400_00,-3.09018057,-2.69899736,-0.05078770,6,bed,4,lie,lie on the bed
001409,003533_e46f4eac-f0f6-485d-b06f-1e089542bcf2,scene0400_00,-3.09018057,-2.69899736,-0.05078770,6,bed,4,lie,lie on the bed
001410,004974_946cb0bf-855b-47fb-88f3-14508cbe9768,scene0400_00,-3.09018057,-2.69899736,-0.05078770,6,bed,4,lie,lie on the bed
001411,009697_83bc4547-345c-4b39-becb-d425b4e60518,scene0400_00,-3.09018057,-2.69899736,-0.05078770,6,bed,4,lie,lie on the bed
001412,002684_283ab8a7-a444-4445-a05a-928827f37610,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001413,003099_2573cf36-128f-415f-855f-2b628d5132d2,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001414,006110_18537493-7920-4b1d-8f1c-263896e47333,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001415,007506_7471ab7e-d900-4056-9299-837b7a60a98b,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001416,008000_7e6a9b72-5062-4075-9927-d25959b214c4,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001417,011341_6460ef9d-13be-4cd5-bd8c-b3adae6ebc9e,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001418,011341_84180eb7-df7a-4e74-bcee-cc24a8f11f1f,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001419,012692_9e491be4-50b1-406f-b878-bf0c08e241e4,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001420,012692_310ea699-fdf8-4ccb-a82c-7fa9d5cea170,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001421,013197_c929646d-31cb-4142-b221-10853c877474,scene0401_00,-3.75504122,-2.93154178,-0.13843102,4,table,7,lie,lie on the table
001422,001336_8e645c4f-c492-4f0a-82b3-97bb779f073b,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001423,001810_c71dc702-1f1d-4381-895c-f07e9a10876b,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001424,002047_ad486d18-46df-4b3b-8a33-83a910beba13,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001425,004974_5eb1837d-39a9-4845-9186-efb6220ac724,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001426,006093_467756eb-d2bf-4e8f-9c5d-35b7ad8aabd8,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001427,007506_4957b89b-16ca-42c8-96b2-36cc47cc8b7c,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001428,007580_a3ff6f8b-f955-45f3-902d-c2149b71a36b,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001429,008000_5d08bde3-ac65-45ad-b15b-6f3e6b3da209,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001430,011341_4a6fbcdd-bce8-49c1-a126-537713108063,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001431,011341_adc0204d-cd60-4fda-a3ba-7015dadc3dad,scene0402_00,-3.29870318,-2.01337280,-0.06019213,10,table,7,lie,lie on the table
001432,000122_b9fa1c75-98e9-4be4-91d7-6af4fc4275ad,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001433,001205_98e2d1cd-018c-4c6c-acd7-159f8279ddeb,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001434,001336_21b80aa7-9271-440a-98da-8f908d74de54,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001435,004974_946cb0bf-855b-47fb-88f3-14508cbe9768,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001436,006078_bee2741c-d84a-4938-81bb-15a6589d104e,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001437,007580_2b1619bf-9cad-41f0-83a8-6e703228bba1,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001438,007726_38073ee7-506f-4193-9f0a-bb9299823bf7,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001439,009697_4c82fcf6-aac0-4693-90dc-46b444412cb2,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001440,009697_83bc4547-345c-4b39-becb-d425b4e60518,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001441,009697_443a021f-9aef-42f0-a0f5-fa47f7ec4778,scene0403_00,-4.05305479,-4.19597704,-0.71476827,5,table,7,lie,lie on the table
001442,006093_467756eb-d2bf-4e8f-9c5d-35b7ad8aabd8,scene0409_00,-2.88422339,-3.26063201,-1.27568885,10,dining table,7,lie,lie on the dining table
001443,011341_adc0204d-cd60-4fda-a3ba-7015dadc3dad,scene0409_00,-2.88422339,-3.26063201,-1.27568885,10,dining table,7,lie,lie on the dining table
001444,003099_2573cf36-128f-415f-855f-2b628d5132d2,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001445,003415_41ccbef3-7bbf-4097-87f1-9e0c83bd084d,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001446,007506_7471ab7e-d900-4056-9299-837b7a60a98b,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001447,007600_e93fa29b-2141-4dc2-9f25-eab0dc154c3f,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001448,008000_7e6a9b72-5062-4075-9927-d25959b214c4,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001449,011341_6460ef9d-13be-4cd5-bd8c-b3adae6ebc9e,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001450,011341_84180eb7-df7a-4e74-bcee-cc24a8f11f1f,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001451,012692_9e491be4-50b1-406f-b878-bf0c08e241e4,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001452,012692_310ea699-fdf8-4ccb-a82c-7fa9d5cea170,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001453,013197_c929646d-31cb-4142-b221-10853c877474,scene0414_00,-3.27825827,-3.89623192,-0.27679555,27,table,7,lie,lie on the table
001454,000122_b9fa1c75-98e9-4be4-91d7-6af4fc4275ad,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is close to the computer tower
001455,000122_b9fa1c75-98e9-4be4-91d7-6af4fc4275ad,scene0416_00,-3.78223714,-2.64535960,-0.13356521,1,bed,4,lie,lie on the bed that is far away from the bag
001456,001336_21b80aa7-9271-440a-98da-8f908d74de54,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is near the monitor
001457,001336_21b80aa7-9271-440a-98da-8f908d74de54,scene0416_00,-3.78223714,-2.64535960,-0.13356521,1,bed,4,lie,lie on the bed that is in front of the desk
001458,004974_946cb0bf-855b-47fb-88f3-14508cbe9768,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is farthest from the sofa chair
001459,004974_946cb0bf-855b-47fb-88f3-14508cbe9768,scene0416_00,-3.78223714,-2.64535960,-0.13356521,1,bed,4,lie,lie on the bed that is near the laptop
001460,006078_bee2741c-d84a-4938-81bb-15a6589d104e,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is close to the computer tower
001461,006078_bee2741c-d84a-4938-81bb-15a6589d104e,scene0416_00,-3.78223714,-2.64535960,-0.13356521,1,bed,4,lie,lie on the bed that is far away from the computer tower
001462,006093_467756eb-d2bf-4e8f-9c5d-35b7ad8aabd8,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is closer to the monitor
001463,006093_467756eb-d2bf-4e8f-9c5d-35b7ad8aabd8,scene0416_00,-3.78223714,-2.64535960,-0.13356521,1,bed,4,lie,lie on the bed that is in front of the desk
001464,007580_2b1619bf-9cad-41f0-83a8-6e703228bba1,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is farthest from the sofa chair
001465,007726_38073ee7-506f-4193-9f0a-bb9299823bf7,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is closer to the monitor
001466,007726_38073ee7-506f-4193-9f0a-bb9299823bf7,scene0416_00,-3.78223714,-2.64535960,-0.13356521,1,bed,4,lie,lie on the bed that is far away from the bag
001467,009697_4c82fcf6-aac0-4693-90dc-46b444412cb2,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is closer to the bag
001468,009697_83bc4547-345c-4b39-becb-d425b4e60518,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is farthest from the sofa chair
001469,009697_83bc4547-345c-4b39-becb-d425b4e60518,scene0416_00,-3.78223714,-2.64535960,-0.13356521,1,bed,4,lie,lie on the bed that is close to the laptop
001470,011341_adc0204d-cd60-4fda-a3ba-7015dadc3dad,scene0416_00,-3.78223714,-2.64535960,-0.13356521,0,bed,4,lie,lie on the bed that is near the monitor
001471,011341_adc0204d-cd60-4fda-a3ba-7015dadc3dad,scene0416_00,-3.78223714,-2.64535960,-0.13356521,1,bed,4,lie,lie on the bed that is farthest from the monitor
001472,001205_98e2d1cd-018c-4c6c-acd7-159f8279ddeb,scene0417_00,-3.17746905,-3.14390248,-0.07273663,7,table,7,lie,lie on the table
001473,003415_41ccbef3-7bbf-4097-87f1-9e0c83bd084d,scene0417_00,-3.17746905,-3.14390248,-0.07273663,7,table,7,lie,lie on the table
001474,003533_e46f4eac-f0f6-485d-b06f-1e089542bcf2,scene0417_00,-3.17746905,-3.14390248,-0.07273663,7,table,7,lie,lie on the table
001475,007506_7471ab7e-d900-4056-9299-837b7a60a98b,scene0417_00,-3.17746905,-3.14390248,-0.07273663,7,table,7,lie,lie on the table
001476,008000_7e6a9b72-5062-4075-9927-d25959b214c4,scene0417_00,-3.17746905,-3.14390248,-0.07273663,7,table,7,lie,lie on the table
001477,009697_443a021f-9aef-42f0-a0f5-fa47f7ec4778,scene0417_00,-3.17746905,-3.14390248,-0.07273663,7,table,7,lie,lie on the table
001478,011341_6460ef9d-13be-4cd5-bd8c-b3adae6ebc9e,scene0417_00,-3.17746905,-3.14390248,-0.07273663,7,table,7,lie,lie on the table
001479,012692_310ea699-fdf8-4ccb-a82c-7fa9d5cea170,scene0417_00,-3.17746905,-3.14390248,-0.07273663,7,table,7,lie,lie on the table
001480,013197_c929646d-31cb-4142-b221-10853c877474,scene0417_00,-3.17746905,-3.14390248,-0.07273663,7,table,7,lie,lie on the table
001481,002047_ad486d18-46df-4b3b-8a33-83a910beba13,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001482,002684_283ab8a7-a444-4445-a05a-928827f37610,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001483,003099_2573cf36-128f-415f-855f-2b628d5132d2,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001484,004974_5eb1837d-39a9-4845-9186-efb6220ac724,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001485,006110_18537493-7920-4b1d-8f1c-263896e47333,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001486,007506_4957b89b-16ca-42c8-96b2-36cc47cc8b7c,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001487,007580_a3ff6f8b-f955-45f3-902d-c2149b71a36b,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001488,008000_5d08bde3-ac65-45ad-b15b-6f3e6b3da209,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001489,011341_84180eb7-df7a-4e74-bcee-cc24a8f11f1f,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001490,012692_9e491be4-50b1-406f-b878-bf0c08e241e4,scene0418_00,-3.33597201,-2.59664955,-0.11259942,19,bed,4,lie,lie on the bed
001491,001205_98e2d1cd-018c-4c6c-acd7-159f8279ddeb,scene0420_00,-4.43813874,-4.37885252,-0.06254757,25,table,7,lie,lie on the table that is close to the door
001492,003533_e46f4eac-f0f6-485d-b06f-1e089542bcf2,scene0420_00,-4.43813874,-4.37885252,-0.06254757,6,table,7,lie,lie on the table that is far away from the trash can
001493,011341_6460ef9d-13be-4cd5-bd8c-b3adae6ebc9e,scene0420_00,-4.43813874,-4.37885252,-0.06254757,22,table,7,lie,lie on the table that is near the trash can
001494,000122_b9fa1c75-98e9-4be4-91d7-6af4fc4275ad,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001495,001336_8e645c4f-c492-4f0a-82b3-97bb779f073b,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001496,001810_c71dc702-1f1d-4381-895c-f07e9a10876b,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001497,002047_ad486d18-46df-4b3b-8a33-83a910beba13,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001498,004974_5eb1837d-39a9-4845-9186-efb6220ac724,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001499,006093_467756eb-d2bf-4e8f-9c5d-35b7ad8aabd8,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001500,007506_4957b89b-16ca-42c8-96b2-36cc47cc8b7c,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001501,007580_2b1619bf-9cad-41f0-83a8-6e703228bba1,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001502,011341_4a6fbcdd-bce8-49c1-a126-537713108063,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001503,011341_adc0204d-cd60-4fda-a3ba-7015dadc3dad,scene0422_00,-4.24143722,-4.08722605,-0.12315588,9,table,7,lie,lie on the table
001504,000122_b9fa1c75-98e9-4be4-91d7-6af4fc4275ad,scene0426_00,-2.49170830,-1.80752489,-0.04906814,24,bed,4,lie,lie on the bed
001505,001336_21b80aa7-9271-440a-98da-8f908d74de54,scene0426_00,-2.49170830,-1.80752489,-0.04906814,24,bed,4,lie,lie on the bed
001506,004974_946cb0bf-855b-47fb-88f3-14508cbe9768,scene0426_00,-2.49170830,-1.80752489,-0.04906814,24,bed,4,lie,lie on the bed
001507,007580_2b1619bf-9cad-41f0-83a8-6e703228bba1,scene0426_00,-2.49170830,-1.80752489,-0.04906814,24,bed,4,lie,lie on the bed
001508,011341_adc0204d-cd60-4fda-a3ba-7015dadc3dad,scene0426_00,-2.49170830,-1.80752489,-0.04906814,24,bed,4,lie,lie on the bed
001509,001205_98e2d1cd-018c-4c6c-acd7-159f8279ddeb,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001510,003415_41ccbef3-7bbf-4097-87f1-9e0c83bd084d,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001511,003533_e46f4eac-f0f6-485d-b06f-1e089542bcf2,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001512,007506_7471ab7e-d900-4056-9299-837b7a60a98b,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001513,007600_e93fa29b-2141-4dc2-9f25-eab0dc154c3f,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001514,009697_4c82fcf6-aac0-4693-90dc-46b444412cb2,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001515,009697_83bc4547-345c-4b39-becb-d425b4e60518,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001516,009697_443a021f-9aef-42f0-a0f5-fa47f7ec4778,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001517,011341_6460ef9d-13be-4cd5-bd8c-b3adae6ebc9e,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001518,013197_c929646d-31cb-4142-b221-10853c877474,scene0430_00,-3.30679363,-3.17138466,-0.10441505,20,table,7,lie,lie on the table
001519,001336_8e645c4f-c492-4f0a-82b3-97bb779f073b,scene0432_00,-2.23553981,-2.91601409,-0.05671645,4,coffee table,7,lie,lie on the coffee table
001520,002047_ad486d18-46df-4b3b-8a33-83a910beba13,scene0432_00,-2.23553981,-2.91601409,-0.05671645,4,coffee table,7,lie,lie on the coffee table
001521,004974_946cb0bf-855b-47fb-88f3-14508cbe9768,scene0433_00,-4.06241875,-3.30387077,-0.07203308,1,dining table,7,lie,lie on the dining table
001522,001336_8e645c4f-c492-4f0a-82b3-97bb779f073b,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is near the mirror
001523,001336_8e645c4f-c492-4f0a-82b3-97bb779f073b,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is far from the mirror
001524,001810_c71dc702-1f1d-4381-895c-f07e9a10876b,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is close to the bathtub
001525,001810_c71dc702-1f1d-4381-895c-f07e9a10876b,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is farthest from the bathroom vanity
001526,002047_ad486d18-46df-4b3b-8a33-83a910beba13,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is far away from the sofa chair
001527,002047_ad486d18-46df-4b3b-8a33-83a910beba13,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is closer to the sofa chair
001528,004974_5eb1837d-39a9-4845-9186-efb6220ac724,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is farthest from the office chair
001529,004974_5eb1837d-39a9-4845-9186-efb6220ac724,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is far from the mirror
001530,006093_467756eb-d2bf-4e8f-9c5d-35b7ad8aabd8,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is near the sink
001531,006093_467756eb-d2bf-4e8f-9c5d-35b7ad8aabd8,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is farthest from the sink
001532,007506_4957b89b-16ca-42c8-96b2-36cc47cc8b7c,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is farthest from the sofa chair
001533,007506_4957b89b-16ca-42c8-96b2-36cc47cc8b7c,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is far from the toilet paper
001534,007580_a3ff6f8b-f955-45f3-902d-c2149b71a36b,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is in the center of the bathroom vanity and the nightstand
001535,007580_a3ff6f8b-f955-45f3-902d-c2149b71a36b,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is far from the toilet paper
001536,008000_5d08bde3-ac65-45ad-b15b-6f3e6b3da209,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is in the center of the bathroom vanity and the nightstand
001537,008000_5d08bde3-ac65-45ad-b15b-6f3e6b3da209,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is farthest from the bathtub
001538,011341_4a6fbcdd-bce8-49c1-a126-537713108063,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is closer to the sink
001539,011341_4a6fbcdd-bce8-49c1-a126-537713108063,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is far from the toilet paper
001540,011341_adc0204d-cd60-4fda-a3ba-7015dadc3dad,scene0435_00,-3.96312265,-1.56683137,-0.06425801,10,bed,4,lie,lie on the bed that is far away from the office chair
001541,011341_adc0204d-cd60-4fda-a3ba-7015dadc3dad,scene0435_00,-3.96312265,-1.56683137,-0.06425801,11,bed,4,lie,lie on the bed that is far from the sink
001542,001336_8e645c4f-c492-4f0a-82b3-97bb779f073b,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001543,001810_c71dc702-1f1d-4381-895c-f07e9a10876b,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001544,002047_ad486d18-46df-4b3b-8a33-83a910beba13,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001545,002684_283ab8a7-a444-4445-a05a-928827f37610,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001546,004974_5eb1837d-39a9-4845-9186-efb6220ac724,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001547,006110_18537493-7920-4b1d-8f1c-263896e47333,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001548,007506_4957b89b-16ca-42c8-96b2-36cc47cc8b7c,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001549,007580_a3ff6f8b-f955-45f3-902d-c2149b71a36b,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001550,008000_5d08bde3-ac65-45ad-b15b-6f3e6b3da209,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001551,012692_9e491be4-50b1-406f-b878-bf0c08e241e4,scene0438_00,-2.15915058,-1.79408142,-0.04297211,5,bed,4,lie,lie on the bed
001552,003415_41ccbef3-7bbf-4097-87f1-9e0c83bd084d,scene0440_00,-3.11979240,-2.28720783,-0.06045232,11,bed,4,lie,lie on the bed that is close to the radiator
001553,003533_e46f4eac-f0f6-485d-b06f-1e089542bcf2,scene0440_00,-3.11979240,-2.28720783,-0.06045232,10,bed,4,lie,lie on the bed that is far away from the window
001554,003533_e46f4eac-f0f6-485d-b06f-1e089542bcf2,scene0440_00,-3.11979240,-2.28720783,-0.06045232,11,bed,4,lie,lie on the bed that is far from the door
001555,007506_7471ab7e-d900-4056-9299-837b7a60a98b,scene0440_00,-3.11979240,-2.28720783,-0.06045232,10,bed,4,lie,lie on the bed that is farthest from the window
001556,007506_7471ab7e-d900-4056-9299-837b7a60a98b,scene0440_00,-3.11979240,-2.28720783,-0.06045232,11,bed,4,lie,lie on the bed that is close to the radiator
001557,011341_6460ef9d-13be-4cd5-bd8c-b3adae6ebc9e,scene0440_00,-3.11979240,-2.28720783,-0.06045232,10,bed,4,lie,lie on the bed that is far from the telephone
001558,011341_6460ef9d-13be-4cd5-bd8c-b3adae6ebc9e,scene0440_00,-3.11979240,-2.28720783,-0.06045232,11,bed,4,lie,lie on the bed that is closer to the radiator
001559,012692_310ea699-fdf8-4ccb-a82c-7fa9d5cea170,scene0440_00,-3.11979240,-2.28720783,-0.06045232,10,bed,4,lie,lie on the bed that is far from the telephone
001560,012692_310ea699-fdf8-4ccb-a82c-7fa9d5cea170,scene0440_00,-3.11979240,-2.28720783,-0.06045232,11,bed,4,lie,lie on the bed that is close to the telephone
001561,013197_c929646d-31cb-4142-b221-10853c877474,scene0440_00,-3.11979240,-2.28720783,-0.06045232,10,bed,4,lie,lie on the bed that is far from the telephone
001562,013197_c929646d-31cb-4142-b221-10853c877474,scene0440_00,-3.11979240,-2.28720783,-0.06045232,11,bed,4,lie,lie on the bed that is farthest from the door
001563,000122_b9fa1c75-98e9-4be4-91d7-6af4fc4275ad,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001564,001336_8e645c4f-c492-4f0a-82b3-97bb779f073b,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001565,001810_c71dc702-1f1d-4381-895c-f07e9a10876b,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001566,002047_ad486d18-46df-4b3b-8a33-83a910beba13,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001567,004974_5eb1837d-39a9-4845-9186-efb6220ac724,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001568,006093_467756eb-d2bf-4e8f-9c5d-35b7ad8aabd8,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001569,007506_4957b89b-16ca-42c8-96b2-36cc47cc8b7c,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001570,008000_5d08bde3-ac65-45ad-b15b-6f3e6b3da209,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001571,011341_4a6fbcdd-bce8-49c1-a126-537713108063,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001572,011341_adc0204d-cd60-4fda-a3ba-7015dadc3dad,scene0445_00,-2.17063794,-1.86592427,-0.26161239,5,bed,4,lie,lie on the bed
001573,003533_e46f4eac-f0f6-485d-b06f-1e089542bcf2,scene0450_00,-4.99470836,-3.64569181,-0.10919478,6,coffee table,7,lie,lie on the coffee table
